transcript_id,SRR1048058,SRR1048059,SRR1048060,SRR1048061,SRR1048062,SRR1048063
ENSDART00000173197,0,0,0,0,0,0
ENSDART00000173190,0,0,0,0,0,0
ENSDART00000173192,0,85,95,11,6,96
ENSDART00000173193,0,0,0,0,0,0
ENSDART00000143337,0,0,0,0,0,6
ENSDART00000143336,0,14,36,15,15,22
MSTRG.23828.1,13,29,62,97,60,96
ENSDART00000166949,0,0,0,8,5,0
MSTRG.39083.1,15,4,8,0,0,3
MSTRG.41845.1,0,11,0,0,0,1
MSTRG.2364.1,0,102,128,176,96,155
MSTRG.29689.20,0,87,39,156,61,37
ENSDART00000149768,0,665,1719,1409,35,1849
ENSDART00000149769,0,34,81,0,0,5
MSTRG.8134.5,0,0,505,0,0,133
ENSDART00000149762,0,0,12,0,0,12
ENSDART00000149763,12,1,4,1,3,13
ENSDART00000149760,0,85,0,0,75,156
ENSDART00000149761,5,65,222,105,91,191
ENSDART00000149766,1,5,7,4,1,1
ENSDART00000149767,4,20,27,14,26,12
ENSDART00000149764,11,1,2,31,9,1
ENSDART00000149765,0,3,2,1,11,1
MSTRG.44234.1,0,10,0,0,0,0
MSTRG.43403.1,16,45,47,105,32,77
ENSDART00000166944,0,0,0,1,0,0
MSTRG.31250.3,0,0,0,101,0,0
ENSDART00000151121,0,2,3,6,2,10
MSTRG.17549.1,0,0,8,2,0,0
MSTRG.19493.1,0,0,8,6,11,6
ENSDART00000110319,0,0,0,0,0,0
ENSDART00000166943,0,0,6,0,5,75
ENSDART00000005877,0,0,0,0,0,5
ENSDART00000005879,269,1547,2165,2609,2090,3414
ENSDART00000143338,0,0,0,0,0,0
ENSDART00000110311,0,0,0,0,0,0
ENSDART00000110313,0,0,0,7,54,34
MSTRG.40071.1,0,0,23,0,0,0
MSTRG.44960.1,3,8,32,78,12,16
ENSDART00000043684,0,0,0,0,0,0
ENSDART00000043689,0,0,0,0,0,0
ENSDART00000031823,0,0,206,8,0,7
MSTRG.2592.2,74,542,1652,845,555,700
ENSDART00000031828,6,184,568,188,212,53
ENSDART00000010932,0,130,170,207,162,152
ENSDART00000010934,0,0,0,0,0,0
MSTRG.25850.3,0,0,0,0,71,0
ENSDART00000055694,0,0,0,0,0,0
MSTRG.31297.1,3,174,255,351,181,268
ENSDART00000132155,0,8,12,1,10,1
ENSDART00000132154,0,12,44,0,16,23
ENSDART00000132153,0,0,0,0,0,0
ENSDART00000132152,0,0,0,0,0,0
ENSDART00000132150,3,183,254,109,292,369
MSTRG.5165.2,0,174,0,0,0,0
MSTRG.35025.2,0,0,241,0,0,216
ENSDART00000123207,0,0,0,0,0,0
ENSDART00000132159,0,0,0,0,0,0
ENSDART00000132158,0,4,0,14,0,17
MSTRG.42676.1,0,4,21,28,6,15
MSTRG.28871.2,0,5,5,19,0,7
MSTRG.28871.1,0,33,25,42,15,22
MSTRG.33321.1,0,0,0,9,0,0
ENSDART00000111042,12,42,195,339,275,222
ENSDART00000111041,0,0,0,0,0,0
MSTRG.17882.1,0,0,0,8,0,0
ENSDART00000145682,0,0,0,0,0,0
ENSDART00000130940,0,0,0,0,0,0
ENSDART00000111049,0,0,0,0,0,0
ENSDART00000130947,0,0,0,0,0,0
ENSDART00000130944,0,0,0,0,0,0
MSTRG.36948.1,0,0,11,0,0,0
MSTRG.45115.1,0,4,5,16,0,8
MSTRG.16238.1,0,3,13,1,0,2
MSTRG.28780.1,1,18,24,82,7,89
MSTRG.8055.7,0,0,0,70,0,0
ENSDART00000040909,0,14,115,20,27,93
MSTRG.8055.8,0,0,0,199,0,0
MSTRG.43872.1,45,294,317,526,392,604
MSTRG.15087.1,0,0,0,20,0,0
ENSDART00000040900,0,36,43,123,35,87
ENSDART00000161485,0,14,0,0,10,0
MSTRG.38983.2,45,237,409,352,492,326
ENSDART00000151555,2,9,11,7,5,16
ENSDART00000175901,0,0,0,0,0,0
MSTRG.2797.3,0,8,0,0,0,0
ENSDART00000161486,28,592,587,746,751,900
ENSDART00000175905,25,216,291,363,231,2
ENSDART00000175904,0,0,8,0,0,0
ENSDART00000175907,0,0,0,0,0,0
ENSDART00000175906,0,38,79,152,67,91
ENSDART00000175909,0,0,0,0,0,1
ENSDART00000175908,0,7,1,0,0,1
MSTRG.44549.1,12,127,253,244,163,253
ENSDART00000161480,0,0,0,0,0,0
ENSDART00000161483,0,65,4,0,2,4
MSTRG.32965.1,3,18,25,41,0,3
MSTRG.21899.1,0,10,0,3,4,3
ENSDART00000161489,0,0,0,351,0,196
ENSDART00000133204,0,0,0,0,0,0
ENSDART00000133205,0,0,0,0,0,5
ENSDART00000133207,0,0,0,0,0,3
ENSDART00000133200,0,2,1,1,1,1
MSTRG.10141.3,0,268,215,235,200,342
ENSDART00000133202,0,12,148,21,23,15
ENSDART00000133203,0,6,0,0,0,8
ENSDART00000082896,12,37,156,95,52,101
ENSDART00000133209,0,35,2,0,31,12
MSTRG.39628.1,0,8,8,3,0,11
ENSDART00000089158,0,0,0,0,0,0
MSTRG.28189.6,0,603,1390,0,1100,935
MSTRG.5018.2,0,0,0,0,88,140
ENSDART00000004398,59,633,622,691,687,1009
ENSDART00000171109,0,29,0,54,0,3
ENSDART00000171108,0,19,2,4,18,7
MSTRG.5018.5,0,2,12,0,0,6
MSTRG.28189.1,0,207,405,801,258,285
ENSDART00000171105,0,0,0,0,0,0
ENSDART00000171104,0,0,0,0,0,2
ENSDART00000171107,11,181,158,168,185,274
ENSDART00000171106,0,0,0,29,0,2
ENSDART00000171101,0,1,0,2,3,2
ENSDART00000171100,0,2,29,0,4,32
ENSDART00000171103,10,73,42,11,88,52
ENSDART00000171102,0,0,0,0,0,3
ENSDART00000027379,0,0,0,29,6,77
MSTRG.23585.1,0,0,0,0,0,8
MSTRG.19635.1,0,14,0,0,0,3
MSTRG.28700.1,2,0,6,3,27,3
MSTRG.13761.1,0,0,11,0,1,0
MSTRG.23404.1,0,0,9,0,0,0
ENSDART00000159035,11,63,144,134,199,154
MSTRG.4970.1,3,53,54,72,74,82
MSTRG.41359.1,0,0,8,0,16,0
MSTRG.31741.6,0,0,49,0,0,0
MSTRG.31741.7,0,0,38,35,0,0
ENSDART00000103457,0,0,50,0,0,0
ENSDART00000118659,0,0,0,0,0,0
ENSDART00000081386,0,0,0,0,0,0
ENSDART00000122558,0,0,0,3,0,0
ENSDART00000122559,170,871,1413,1416,1534,2291
MSTRG.10468.1,0,26,60,12,54,95
MSTRG.43829.2,0,0,0,299,79,152
MSTRG.43829.3,0,0,0,0,383,363
ENSDART00000129072,0,0,21,0,17,2
MSTRG.32615.1,0,0,0,29,0,0
MSTRG.36375.1,10,79,62,60,68,197
ENSDART00000105384,0,0,0,0,0,0
MSTRG.43239.1,0,0,20,0,0,0
ENSDART00000105387,0,42,152,48,0,87
ENSDART00000172452,0,5,0,0,16,0
ENSDART00000172453,9,41,106,45,68,84
ENSDART00000172450,6,177,137,305,294,168
ENSDART00000172451,6,119,24,77,112,272
ENSDART00000142868,0,0,7,0,2,1
ENSDART00000142869,0,0,0,0,0,0
ENSDART00000172454,0,3,19,122,83,42
ENSDART00000172455,0,0,0,0,0,0
ENSDART00000142864,43,465,674,968,528,847
ENSDART00000142865,0,0,0,25,0,0
ENSDART00000172458,0,0,0,0,12,4
ENSDART00000172459,0,0,0,13,0,0
ENSDART00000142861,3,24,31,0,2,2
ENSDART00000142862,0,30,31,86,61,27
ENSDART00000142863,4,12,1,1,12,5
ENSDART00000077039,0,0,0,0,0,0
MSTRG.43952.1,0,10,31,0,20,14
MSTRG.45234.1,0,8,10,16,16,28
ENSDART00000145174,0,0,0,0,0,0
ENSDART00000130167,0,2,1,8,8,3
ENSDART00000130162,0,0,0,7,0,0
ENSDART00000130163,0,219,1899,501,406,849
ENSDART00000138771,0,9,0,4,0,0
ENSDART00000138770,0,0,0,0,0,0
ENSDART00000138773,0,3,0,0,3,0
ENSDART00000138772,0,1,1,1,1,1
ENSDART00000076345,0,0,0,0,0,70
ENSDART00000076344,334,21,15,3,29,82
ENSDART00000138777,0,4,13,1,1,5
ENSDART00000076346,0,0,0,0,0,0
MSTRG.16334.1,0,0,0,0,22,0
ENSDART00000138778,0,0,0,0,0,0
MSTRG.35693.1,0,0,0,39,64,39
MSTRG.4765.6,15,20,42,387,17,85
MSTRG.9775.7,0,3,2,0,183,2
MSTRG.24854.8,0,146,114,140,139,280
ENSDART00000128388,0,0,0,0,0,47
MSTRG.9775.1,49,217,112,247,237,111
ENSDART00000111362,0,0,0,0,0,209
ENSDART00000128381,0,20,0,92,15,8
ENSDART00000128380,0,0,0,0,0,0
MSTRG.24854.7,0,107,71,142,126,189
MSTRG.31940.1,0,0,0,21,0,2
MSTRG.24941.1,3,18,0,8,0,17
MSTRG.7820.1,15,181,157,303,272,340
ENSDART00000009223,49,540,1176,1425,1124,1509
MSTRG.17679.1,0,3,10,0,23,14
MSTRG.28455.1,0,19,0,25,7,38
MSTRG.26851.1,0,0,2,10,0,0
ENSDART00000101871,0,6,3,0,0,6
ENSDART00000086405,0,14,12,20,24,35
ENSDART00000086407,0,0,0,0,0,0
ENSDART00000090368,0,295,574,236,288,344
ENSDART00000086409,17,0,175,276,0,0
ENSDART00000062978,21,83,54,114,79,106
ENSDART00000178669,0,1,2,1,1,3
ENSDART00000156858,0,2,3,8,2,1
ENSDART00000156859,44,348,287,415,472,413
ENSDART00000104475,389,3878,6117,5768,4581,6502
ENSDART00000021336,7,255,421,566,668,680
ENSDART00000104476,0,12,0,0,0,0
ENSDART00000156850,0,0,0,1,0,0
ENSDART00000156851,0,18,0,11,25,28
ENSDART00000156852,0,2,10,4,3,6
ENSDART00000156853,0,24,4,3,0,20
ENSDART00000078124,0,14,0,0,0,6
MSTRG.13180.1,0,15,6,3,47,30
MSTRG.19403.1,1,8,3,12,0,3
ENSDART00000078128,32,488,851,928,651,929
MSTRG.20920.1,6,72,128,67,33,87
ENSDART00000176229,0,0,0,0,0,0
ENSDART00000176228,0,0,0,0,0,0
ENSDART00000176225,0,0,0,0,0,0
MSTRG.29377.1,0,0,0,0,0,8
ENSDART00000176227,0,0,0,0,0,0
ENSDART00000176226,0,5,0,0,0,3
ENSDART00000176221,5,8,34,40,10,25
ENSDART00000176220,0,0,0,7,0,0
ENSDART00000176223,0,6,3,1,2,0
ENSDART00000176222,0,0,0,0,0,0
MSTRG.39159.3,0,1161,10,258,1808,2106
MSTRG.43551.1,0,7,21,15,3,9
ENSDART00000177638,0,7,2,7,0,2
ENSDART00000161220,0,0,0,0,0,0
ENSDART00000118461,0,0,0,0,0,0
ENSDART00000149773,0,0,0,14,0,0
MSTRG.982.1,0,8,0,0,0,0
ENSDART00000112553,0,207,809,539,718,199
MSTRG.13607.2,0,51,0,7,0,23
MSTRG.27695.1,66,365,71,271,282,91
ENSDART00000147997,0,0,0,0,0,0
ENSDART00000147996,0,25,36,106,25,54
MSTRG.12449.1,0,0,9,21,0,1
ENSDART00000147993,0,10,0,0,7,7
ENSDART00000147992,0,0,0,0,0,0
ENSDART00000147991,0,1,0,0,0,1
ENSDART00000147990,0,11,1,1,6,10
ENSDART00000147999,0,7,15,5,1,5
ENSDART00000147998,0,0,123,0,0,93
MSTRG.44654.1,0,34,32,30,53,71
ENSDART00000155318,0,8,16,13,13,7
ENSDART00000155319,0,2,0,0,0,0
ENSDART00000155316,0,0,0,0,0,0
ENSDART00000155314,0,0,0,0,0,0
ENSDART00000155315,0,9,10,9,0,1
ENSDART00000155312,0,0,6,0,0,3
ENSDART00000155313,85,666,1468,1173,1124,1461
ENSDART00000155310,2,2,4,20,7,14
ENSDART00000155311,0,21,67,14,21,16
ENSDART00000169294,0,0,0,0,0,7
MSTRG.25629.1,0,0,0,11,0,2
MSTRG.22738.3,0,0,152,21,0,10
MSTRG.17651.1,0,1,0,6,28,0
MSTRG.8508.1,0,0,0,0,0,8
MSTRG.30145.1,0,25,37,53,10,6
MSTRG.22738.1,0,12,132,54,50,72
MSTRG.24517.1,25,267,356,398,460,419
ENSDART00000178339,11,2,7,4,4,4
ENSDART00000169291,0,4,0,0,0,0
ENSDART00000177172,4,34,70,77,51,75
ENSDART00000177173,0,0,0,0,0,0
ENSDART00000177170,0,0,0,0,0,0
ENSDART00000177171,0,0,0,0,0,0
ENSDART00000177176,0,0,0,0,0,0
ENSDART00000177177,0,1,0,2,70,8
ENSDART00000177174,0,0,0,0,0,10
ENSDART00000177175,0,0,0,0,0,0
ENSDART00000140412,0,0,0,0,0,0
ENSDART00000140411,0,8,0,0,0,0
ENSDART00000177179,0,18,5,0,31,25
ENSDART00000140417,0,0,0,0,2,14
ENSDART00000140416,0,4,7,6,3,9
ENSDART00000140415,0,0,0,0,0,0
MSTRG.32254.1,0,4,3,6,3,28
ENSDART00000150847,0,0,0,64,2,22
ENSDART00000150846,0,0,0,0,0,0
ENSDART00000150840,0,6,50,26,0,10
ENSDART00000150842,0,16,0,18,0,2
ENSDART00000165571,0,28,65,70,25,40
ENSDART00000150849,0,0,0,0,0,1
ENSDART00000150848,0,38,0,102,52,97
MSTRG.3206.4,0,0,83,0,0,16
MSTRG.39584.4,0,14,0,0,0,0
MSTRG.5999.1,0,0,21,0,0,0
MSTRG.2091.4,0,0,0,82,0,0
MSTRG.2091.3,0,44,41,123,37,35
MSTRG.2091.2,0,0,43,18,56,24
ENSDART00000164667,0,0,0,0,0,0
ENSDART00000178333,0,0,0,0,0,0
ENSDART00000020884,0,73,146,224,222,326
ENSDART00000163811,0,11,1,0,8,1
ENSDART00000135691,0,0,2,3,0,1
ENSDART00000135690,0,111,171,225,127,182
ENSDART00000135693,0,0,0,2,0,0
ENSDART00000135692,0,0,0,0,0,0
ENSDART00000135694,0,2,0,0,0,0
ENSDART00000135697,0,0,0,0,0,0
ENSDART00000135696,7,2,13,7,1,16
ENSDART00000135699,0,0,0,0,0,0
ENSDART00000075068,0,0,56,0,68,163
ENSDART00000166109,14,0,0,0,0,0
ENSDART00000175120,0,0,0,0,0,0
MSTRG.3783.1,0,0,0,2,11,0
ENSDART00000093046,3,3,0,0,0,1
MSTRG.21222.1,0,0,0,16,0,0
ENSDART00000163042,1,6,7,14,11,29
ENSDART00000175126,292,181,928,341,240,291
MSTRG.27092.4,0,0,0,0,15,51
ENSDART00000115789,0,0,0,0,0,0
MSTRG.19373.1,0,0,0,0,0,11
MSTRG.8226.1,0,27,10,11,8,28
MSTRG.19052.3,57,169,127,302,267,334
ENSDART00000120191,0,0,0,0,0,0
MSTRG.19052.1,0,41,36,30,57,137
MSTRG.22186.5,0,2,16,0,2,1
ENSDART00000175128,0,0,0,0,0,0
MSTRG.19700.1,0,0,18,0,0,0
MSTRG.8970.1,0,0,0,18,0,0
MSTRG.44401.1,14,2,33,0,2,1
ENSDART00000078610,0,39,27,14,38,52
MSTRG.1741.1,2,17,34,62,41,79
ENSDART00000156038,49,0,772,1185,1142,120
ENSDART00000156039,0,1,0,0,6,1
ENSDART00000156036,0,12,13,17,35,60
MSTRG.3297.1,0,26,43,30,71,43
ENSDART00000156034,0,5,0,0,0,0
ENSDART00000156035,0,0,0,0,0,0
ENSDART00000156032,203,1585,2979,1973,1694,2598
ENSDART00000156033,0,7,0,0,0,0
MSTRG.45017.1,3,27,75,32,7,69
ENSDART00000156031,0,0,0,66,0,0
MSTRG.14750.1,20,12,21,0,0,8
MSTRG.7116.1,0,116,169,130,140,194
ENSDART00000057164,0,97,122,140,87,69
MSTRG.31035.1,0,6,2,3,24,7
ENSDART00000164936,0,49,0,0,30,26
ENSDART00000164937,0,25,22,41,35,46
ENSDART00000164934,0,44,86,29,108,138
ENSDART00000164932,0,0,0,0,0,0
ENSDART00000164933,0,0,0,0,0,0
ENSDART00000164930,0,0,0,0,0,0
ENSDART00000164931,0,0,0,0,0,72
ENSDART00000164938,5,38,52,48,37,16
ENSDART00000164939,0,15,35,46,32,69
MSTRG.43690.1,21,96,335,203,435,773
MSTRG.27183.1,0,0,24,0,0,0
MSTRG.28749.2,0,0,11,0,0,0
MSTRG.14142.1,6,247,199,259,211,298
MSTRG.36069.1,0,3,1,0,20,3
MSTRG.38220.1,0,0,13,2,3,1
MSTRG.1674.1,37,86,359,344,107,253
ENSDART00000012104,11,25,163,83,69,106
ENSDART00000054693,0,0,0,0,0,0
MSTRG.22019.1,169,0,0,0,0,1768
MSTRG.7995.1,0,0,0,0,12,1
ENSDART00000145203,0,8,0,11,0,34
MSTRG.1195.1,0,0,0,14,0,0
ENSDART00000048821,0,764,0,0,0,0
ENSDART00000013796,0,0,0,0,0,7
ENSDART00000048823,0,3,0,0,0,0
ENSDART00000013794,0,0,0,0,0,0
ENSDART00000013798,0,9,23,32,48,32
ENSDART00000048828,0,5,0,0,4,0
MSTRG.18436.1,0,0,8,0,11,8
ENSDART00000014440,0,6,0,0,0,0
ENSDART00000167310,0,0,14,44,37,18
ENSDART00000120197,0,0,0,0,0,0
ENSDART00000168909,22,127,13,2,92,31
ENSDART00000168908,0,121,442,21,13,289
MSTRG.20596.1,0,0,19,0,0,2
ENSDART00000168903,0,24,20,0,3,21
ENSDART00000168902,0,0,0,0,0,0
ENSDART00000168901,23,549,682,551,261,439
ENSDART00000168900,0,0,0,0,0,0
ENSDART00000168907,0,0,0,0,0,0
ENSDART00000168906,0,97,358,137,160,36
ENSDART00000168905,0,493,0,0,0,917
ENSDART00000168904,0,0,0,0,0,0
MSTRG.20359.1,0,13,0,0,7,23
MSTRG.43302.1,0,5,23,21,0,16
ENSDART00000114642,24,399,1034,677,637,460
ENSDART00000114640,0,0,0,0,0,0
ENSDART00000114647,0,0,0,0,0,0
ENSDART00000114649,0,12,0,0,10,11
MSTRG.16129.1,0,0,10,0,0,0
ENSDART00000150066,0,0,0,5,0,4
ENSDART00000150064,70,6,210,38,49,101
ENSDART00000150063,0,18,9,4,27,10
ENSDART00000150061,0,590,545,0,895,1273
ENSDART00000024433,0,6,0,0,0,2
ENSDART00000150069,0,0,0,0,0,0
ENSDART00000150068,0,96,128,0,123,331
ENSDART00000158251,0,25,33,39,26,37
ENSDART00000158253,0,0,0,0,0,0
ENSDART00000158254,0,0,0,0,17,10
ENSDART00000158255,0,20,28,11,20,38
ENSDART00000158257,0,0,1,14,0,16
ENSDART00000158258,0,0,0,0,0,0
ENSDART00000158259,0,11,0,0,0,0
MSTRG.21317.1,0,25,34,28,8,24
MSTRG.22188.1,0,1,0,0,11,0
ENSDART00000046934,11,249,390,540,561,633
MSTRG.45187.1,0,3,71,15,16,10
MSTRG.16154.3,0,0,23,0,0,0
MSTRG.16154.2,0,0,17,0,0,0
ENSDART00000159785,0,670,0,0,1,32
ENSDART00000159784,0,0,0,0,0,0
ENSDART00000159787,171,1458,1862,2111,2425,2820
ENSDART00000113344,0,0,0,0,0,0
ENSDART00000159781,10,96,389,217,239,486
ENSDART00000113342,34,95,463,479,264,430
ENSDART00000159783,0,653,0,1174,1235,1548
ENSDART00000159782,94,432,186,949,487,892
MSTRG.20704.1,21,142,200,224,123,210
MSTRG.40624.1,173,1534,1956,2505,2117,2337
MSTRG.11992.1,0,8,0,0,0,0
ENSDART00000159789,3,32,20,36,32,56
ENSDART00000159788,0,3,0,8,0,0
MSTRG.40378.2,0,127,269,116,0,55
MSTRG.40378.1,14,25,45,183,175,181
MSTRG.38371.1,0,0,0,10,0,0
MSTRG.19675.1,0,10,39,24,4,21
ENSDART00000007726,0,95,161,145,113,159
ENSDART00000116485,0,0,0,0,0,0
MSTRG.16768.1,0,0,37,0,0,0
MSTRG.42715.1,0,0,0,11,0,0
MSTRG.39471.1,0,0,0,3,8,0
ENSDART00000166509,0,0,0,0,0,0
ENSDART00000166508,34,325,997,1190,1068,1283
ENSDART00000115597,0,0,0,0,0,0
ENSDART00000115598,0,0,0,2,0,0
ENSDART00000115599,0,0,0,4,0,0
ENSDART00000166507,0,0,0,0,0,0
ENSDART00000166506,0,0,0,0,0,0
ENSDART00000166501,29,185,70,127,253,351
ENSDART00000166500,0,0,0,0,0,0
ENSDART00000166503,0,0,0,0,0,0
ENSDART00000166502,0,6,0,24,0,6
MSTRG.43280.1,0,0,13,0,0,0
ENSDART00000178292,0,0,0,0,0,0
MSTRG.38360.1,0,3,7,42,4,37
MSTRG.1056.1,0,52,44,74,138,48
MSTRG.40422.2,61,42,12,174,8,324
ENSDART00000159121,0,19,6,0,23,0
ENSDART00000159120,0,0,0,0,0,0
ENSDART00000159123,8,24,567,14,43,263
ENSDART00000159122,0,0,474,0,734,955
ENSDART00000159125,0,1,16,3,1,2
ENSDART00000159124,48,15,0,74,209,0
ENSDART00000159127,0,0,0,0,0,3
ENSDART00000159126,0,0,0,0,0,0
ENSDART00000159129,0,0,0,0,0,0
ENSDART00000159128,0,22,28,65,70,39
MSTRG.10868.1,0,28,65,40,7,25
MSTRG.13609.1,0,1,0,0,56,3
MSTRG.24694.1,2,7,15,11,0,13
MSTRG.30379.1,0,8,0,0,3,0
ENSDART00000178293,0,0,0,0,0,0
MSTRG.44024.1,0,0,100,0,0,3
ENSDART00000153789,0,0,0,0,0,0
ENSDART00000153788,0,0,0,0,0,0
MSTRG.21706.1,8,13,16,22,13,11
ENSDART00000153783,0,1,1,1,1,1
ENSDART00000153782,0,0,2,0,0,0
ENSDART00000153781,0,4,2,71,1,1
ENSDART00000153780,0,0,0,0,6,0
ENSDART00000153787,0,0,0,0,0,0
ENSDART00000153786,0,0,31,0,7,5
ENSDART00000153785,0,0,0,0,0,0
ENSDART00000153784,0,17,11,40,23,12
ENSDART00000151334,0,0,0,0,0,0
ENSDART00000151335,0,16,0,0,22,70
ENSDART00000151336,0,3,27,0,0,26
ENSDART00000151337,0,0,0,0,47,58
ENSDART00000120604,0,0,0,0,0,0
ENSDART00000151331,0,0,5,24,7,2
ENSDART00000178997,0,165,269,84,201,304
ENSDART00000178996,0,3,0,0,0,0
ENSDART00000178999,0,236,89,319,107,151
ENSDART00000178998,0,0,0,0,0,13
ENSDART00000151339,0,34,11,17,49,43
ENSDART00000045798,0,0,68,0,4,73
ENSDART00000150389,14,79,124,277,198,235
MSTRG.29763.3,28,21,299,487,319,376
ENSDART00000161418,0,6,3,24,6,16
ENSDART00000152352,0,0,0,0,0,0
ENSDART00000051139,15,1152,159,2194,1253,117
ENSDART00000125540,0,0,0,0,0,13
MSTRG.36753.1,9,18,13,55,44,46
ENSDART00000051135,6,128,371,615,555,529
ENSDART00000125546,0,0,1,0,0,0
MSTRG.19895.1,0,0,10,0,0,2
ENSDART00000016488,12,253,341,301,311,444
ENSDART00000178296,0,13,0,40,11,3
MSTRG.11929.1,10,4,1,6,0,7
MSTRG.1117.4,0,0,0,34,13,0
MSTRG.20784.3,0,6,85,2,0,13
MSTRG.22551.3,42,8,13,0,135,5
MSTRG.22551.2,0,0,210,0,0,0
ENSDART00000130875,0,0,0,0,0,0
ENSDART00000175826,28,55,0,40,153,0
ENSDART00000175827,0,0,0,0,0,0
ENSDART00000175824,0,0,0,0,0,0
ENSDART00000175825,26,210,919,538,477,78
ENSDART00000175822,0,0,0,0,0,0
ENSDART00000175823,0,0,0,10,0,0
ENSDART00000175820,0,4,0,0,0,0
ENSDART00000175821,0,0,0,0,0,0
MSTRG.23691.1,0,0,0,0,14,2
MSTRG.36408.1,0,20,12,3,7,11
ENSDART00000175828,31,75,87,128,106,138
ENSDART00000175829,0,0,0,0,0,2
MSTRG.16620.1,0,47,29,37,60,65
ENSDART00000159643,0,0,0,0,0,0
ENSDART00000174199,32,234,425,634,199,0
MSTRG.21319.1,0,0,0,8,0,3
ENSDART00000174195,0,0,0,0,0,0
ENSDART00000081690,0,34,45,55,50,101
ENSDART00000081693,0,0,0,0,0,0
MSTRG.17095.1,0,0,0,0,0,50385
ENSDART00000174191,0,0,6,0,0,0
ENSDART00000174193,3,2,0,3,6,25
ENSDART00000174192,0,0,0,0,0,0
ENSDART00000127371,71,26,15,7,22,12
ENSDART00000040292,0,265,437,720,476,753
ENSDART00000127374,75,188,632,349,456,271
ENSDART00000127379,0,0,0,0,0,1
MSTRG.13863.1,4,156,175,233,150,533
ENSDART00000159648,0,0,0,0,0,2
MSTRG.13863.3,0,0,0,0,47,0
MSTRG.39493.2,0,0,0,40,0,0
MSTRG.4663.2,0,195,0,259,0,0
ENSDART00000133125,0,0,0,59,0,42
ENSDART00000124638,5,0,343,251,0,0
ENSDART00000133127,0,1,0,0,0,0
ENSDART00000133126,6,0,0,2,0,6
MSTRG.10840.1,3,18,111,3,18,91
ENSDART00000178295,0,0,0,0,0,0
ENSDART00000124631,0,132,97,241,196,156
MSTRG.27906.1,0,14,15,2,11,4
ENSDART00000124637,0,15,0,0,0,0
ENSDART00000014851,0,25,10,0,90,57
MSTRG.38085.1,40,336,492,375,422,551
MSTRG.44688.1,0,10,55,118,22,58
MSTRG.35944.1,4,42,94,0,50,99
ENSDART00000041529,0,3,0,0,0,16
MSTRG.14669.2,0,239,697,289,643,1612
ENSDART00000056649,0,76,94,223,96,132
ENSDART00000056645,0,67,155,114,138,211
ENSDART00000056642,24,150,241,233,291,328
ENSDART00000056640,46,845,1575,363,380,690
ENSDART00000056641,4,100,173,193,26,236
MSTRG.118.1,0,0,6,16,0,0
ENSDART00000173406,0,0,10,0,0,0
ENSDART00000082349,0,3,0,0,0,59
ENSDART00000082346,0,49,88,228,84,95
ENSDART00000082344,0,0,0,0,0,0
MSTRG.6573.1,0,0,0,18,0,0
MSTRG.38525.1,0,0,0,10,0,0
ENSDART00000116843,0,0,0,1,1,0
ENSDART00000173403,0,0,0,0,0,0
ENSDART00000173400,0,0,0,0,0,0
MSTRG.364.3,0,0,65,0,0,40
MSTRG.364.2,0,0,87,266,0,66
MSTRG.38759.4,0,0,0,177,0,0
ENSDART00000083690,10,29,16,75,47,53
MSTRG.38759.3,0,121,0,0,0,0
ENSDART00000040434,27,516,607,1022,759,1050
ENSDART00000040435,0,0,0,0,0,0
MSTRG.33245.1,0,0,0,8,0,0
ENSDART00000116849,0,1,0,0,0,0
MSTRG.18559.1,0,11,12,0,0,0
MSTRG.11637.1,0,7,0,0,31,2
ENSDART00000153316,0,8,0,0,0,0
ENSDART00000077581,0,0,0,4,0,0
ENSDART00000077582,0,174,530,269,136,429
MSTRG.19093.9,0,105,264,129,263,172
MSTRG.43851.1,2,8,1,13,4,1
ENSDART00000173879,0,3,0,6,0,0
ENSDART00000006802,237,1882,3028,3323,3020,4435
ENSDART00000173877,0,43,28,0,0,32
ENSDART00000136760,0,4,0,0,0,0
ENSDART00000134470,13,239,317,243,328,196
ENSDART00000134471,0,0,0,0,0,0
ENSDART00000134476,0,10,0,21,0,0
ENSDART00000173872,0,0,0,0,0,0
ENSDART00000134474,0,0,0,6,3,9
ENSDART00000134475,0,122,271,64,140,206
MSTRG.16991.1,0,0,15,0,6,0
MSTRG.34854.1,0,2,0,22,5,4
ENSDART00000045529,0,0,0,0,0,0
MSTRG.37365.1,0,0,12,0,0,2
MSTRG.9437.1,530,6097,3312,5351,4242,4576
MSTRG.28147.1,6,39,18,48,11,36
MSTRG.26602.1,0,0,0,0,13,0
MSTRG.7835.2,0,34,167,111,28,64
ENSDART00000089694,19,119,384,342,173,573
MSTRG.36026.1,0,0,0,0,13,0
MSTRG.36363.2,0,20,44,22,16,21
ENSDART00000163298,4,17,9,13,22,30
ENSDART00000163299,0,0,0,0,0,0
ENSDART00000128631,0,0,0,0,0,0
ENSDART00000128630,0,10,31,20,79,54
ENSDART00000163292,0,0,0,0,0,0
ENSDART00000163293,0,1,12,14,10,5
ENSDART00000163290,0,0,0,0,0,0
ENSDART00000163291,0,0,0,0,0,0
ENSDART00000163296,0,0,0,0,0,0
ENSDART00000163297,0,0,0,0,0,0
ENSDART00000163294,0,0,0,0,0,0
ENSDART00000163295,0,0,0,0,0,17
