Geneid	Length	Sample.A	Sample.B	Sample.C	Sample.D	Sample.E	Sample.F
uc007vvh.1	48	0	0	0	0	0	0
uc007vvi.1	31	0	0	0	0	0	0
uc007vvj.1	29	0	0	0	0	0	0
uc029spr.1	37	0	0	0	0	0	0
uc007vvk.1	31	0	0	0	0	0	0
uc007vvl.1	32	0	0	0	0	0	0
uc007vvm.2	57	0	0	0	0	0	0
uc029sps.1	33	0	0	0	0	0	0
uc007vvn.1	35	0	0	0	0	0	0
uc029spt.1	50	0	0	0	0	0	0
uc029spu.1	30	0	0	0	0	0	0
uc007vvo.2	47	0	0	0	0	0	0
uc029spv.1	30	0	0	0	0	0	0
uc007vvp.2	132	0	0	0	0	0	0
uc029spw.1	32	0	0	0	0	0	0
uc007vvr.1	71	0	0	0	0	0	0
uc007vvs.2	31	0	0	0	0	0	0
uc029spx.1	62	0	0	0	0	0	0
uc029spy.1	29	0	0	0	0	0	0
uc007vvt.2	77	0	0	0	0	0	0
uc007vvu.2	33	0	0	0	0	0	0
uc007vvv.1	29	0	0	0	0	0	0
uc007vvw.1	30	0	0	0	0	0	0
uc029spz.1	39	0	0	0	0	0	0
uc007vvx.2	41	0	0	0	0	0	0
uc029sqa.1	30	0	0	0	0	0	0
uc007vvy.1	30	0	0	0	0	0	0
uc007vvz.1	30	0	0	0	0	0	0
uc029sqb.1	34	0	0	0	0	0	0
uc029sqc.1	47	0	0	0	0	0	0
uc029sqd.1	43	0	0	0	0	0	0
uc029sqe.1	43	0	0	0	0	0	0
uc007vwa.1	49	0	0	0	0	0	0
uc029sqf.1	126	0	0	0	0	0	0
uc029sqg.1	51	0	0	0	0	0	0
uc029sqh.1	64	0	0	0	0	0	0
uc029sqi.1	29	0	0	0	0	0	0
uc029sqj.1	31	0	0	0	0	0	0
uc007vwb.2	31	0	0	0	0	0	0
uc007vwd.2	110	0	0	0	0	0	0
uc007vwe.2	69	0	0	0	0	0	0
uc007vwf.2	75	0	0	0	0	0	0
uc029sqk.1	33	0	0	0	0	0	0
uc007vwg.1	31	0	0	0	0	0	0
uc007vwh.2	79	0	0	0	0	0	0
uc007vwi.1	31	0	0	0	0	0	0
uc007vwj.2	48	0	0	0	0	0	0
uc029sql.1	30	0	0	0	0	0	0
uc007vwk.1	38	0	0	0	0	0	0
uc007vwl.2	32	0	0	0	0	0	0
uc007vwm.1	32	0	0	0	0	0	0
uc029sqm.1	29	0	0	0	0	0	0
uc007vwn.1	39	0	0	0	0	0	0
uc029sqn.1	40	0	0	0	0	0	0
uc007vwo.2	63	0	0	0	0	0	0
uc007vwp.2	51	0	0	0	0	0	0
uc007vwq.2	49	0	0	0	0	0	0
uc007vwr.2	54	0	0	0	0	0	0
uc029sqo.1	41	0	0	0	0	0	0
uc007vws.1	45	0	0	0	0	0	0
uc007vwt.2	57	0	0	0	0	0	0
uc007vwu.2	56	0	0	0	0	0	0
uc007vwv.1	674	0	0	2	0	0	0
uc029sqp.1	30	0	0	0	0	0	0
uc007vww.1	31	0	0	0	0	0	0
uc007vwx.2	31	0	0	0	0	0	0
uc007vwy.2	90	0	0	0	0	0	0
uc029sqq.1	36	0	0	0	0	0	0
uc029sqr.1	33	0	0	0	0	0	0
uc007vwz.2	68	0	0	0	0	0	0
uc007vxa.1	46	0	0	0	0	0	0
uc007vxb.1	49	0	0	0	0	0	0
uc007vxc.1	63	0	0	0	0	0	0
uc007vxd.1	39	0	0	0	0	0	0
uc007vxe.2	51	0	0	0	0	0	0
uc007vxf.2	53	0	0	0	0	0	0
uc007vxg.1	28	0	0	0	0	0	0
uc007vxh.2	94	0	0	0	0	0	0
uc029sqs.1	36	0	0	0	0	0	0
uc007vxi.2	34	0	0	0	0	0	0
uc007vxj.2	89	0	0	0	0	0	0
uc029sqt.1	26	0	0	0	0	0	0
uc007vxl.2	37	0	0	0	0	0	0
uc029squ.1	29	0	0	0	0	0	0
uc029sqv.1	30	0	0	0	0	0	0
uc029sqw.1	32	0	0	0	0	0	0
uc007vxm.1	29	0	0	0	0	0	0
uc029sqx.1	31	0	0	0	0	0	0
uc007vxn.1	47	0	0	0	0	0	0
uc029sqy.1	30	0	0	0	0	0	0
uc029sqz.1	35	0	0	0	0	0	0
uc007vxo.2	33	0	0	0	0	0	0
uc029sra.1	29	0	0	0	0	0	0
uc007vxp.1	1098	0	0	0	0	0	0
P52019	2748	0	3	21	23	0	12
Q3TSS7	2652	0	0	0	0	0	0
Q3TQ26	3693	20	42	14	30	65	20
Q8C2E7-2	2618	0	0	0	0	0	0
Q8C2E7	4018	495	1108	423	712	1235	735
NP_001158076	2730	5	18	35	32	2	65
Q91VT1	1143	190	498	389	330	397	360
uc057bgh.1	2019	5	2	0	5	3	0
Q8K4K4	5422	9839	30268	45188	42462	34452	50631
uc007vxy.1	1861	3	0	59	67	0	68
Q9D454	1753	0	0	0	0	0	0
uc007vxz.1	1524	0	0	0	0	0	0
uc029srb.1	37	0	0	0	0	0	0
D3YXJ5	5563	1990	3454	1766	2233	2298	1932
uc011zte.1	5130	2	0	0	5	0	5
uc011ztf.1	5099	0	0	0	0	0	0
uc007vyc.1	533	0	0	0	0	0	0
Q19LI2	1901	0	0	5	7	0	0
uc011ztg.2	917	0	0	0	3	0	0
uc007vye.1	3999	0	10	0	3	13	0
uc007vyf.1	2513	0	0	0	0	0	0
P01108	2484	13	100	70	60	65	80
B2RSN1	2399	0	0	0	0	0	0
uc011zth.2	748	0	0	0	0	0	0
uc007vyj.2	3076	0	0	0	0	0	0
uc011zti.2	2872	0	0	0	0	0	0
uc007vyk.2	2790	0	0	0	3	0	3
uc007vyl.2	2342	3	2	2	7	20	5
uc007vym.2	2128	0	3	0	0	7	0
uc007vyn.2	2805	0	0	0	0	0	2
uc007vyo.1	638	0	0	0	0	0	0
uc056yyy.1	4090	5	5	5	0	8	0
Q9D3V6	1911	0	0	6	0	0	5
uc007vyq.1	1001	0	0	0	0	0	0
uc007vyr.2	632	0	0	0	0	0	0
uc007vys.1	1125	0	0	0	0	0	0
Q99NB5	2382	1582	60	3	10	102	17
Q2KHK6	3820	67	2	3	5	5	5
uc007vyv.1	843	0	0	0	0	0	0
uc007vyw.1	813	0	0	0	0	0	0
Q9DA24	2177	0	0	0	0	0	3
Q8CB12	2142	10	0	3	7	0	7
Q3TR54	2084	97	3	53	90	15	112
uc007vzd.1	1930	0	0	7	5	0	2
Q921M7	3923	1242	2717	8273	5971	2428	7120
Q9QWY8-3	5956	0	0	0	0	0	0
H3BL41	6181	0	0	0	0	0	0
E9QMJ1	6145	0	0	0	0	0	0
Q9QWY8	6281	0	0	0	0	0	0
Q9QWY8-2	6110	0	0	0	0	0	0
H3BKE6	6101	0	0	0	0	0	0
uc057bgi.1	1987	0	0	2	5	0	5
uc007vzn.1	964	0	0	0	0	0	0
P97490	6201	0	0	0	0	0	0
NP_001278832	4949	0	0	0	0	0	0
uc029src.1	37	0	0	0	0	0	0
uc007vzq.1	1498	5	7	0	5	8	5
uc007vzr.1	1418	0	0	0	0	0	0
uc011ztl.1	360	0	0	0	0	0	0
Q8BWC5	4083	10	28	32	40	25	10
Q8BG67	5210	1562	2776	5277	5492	2330	6277
uc007vzv.1	231	0	0	0	0	0	0
F6T2M1	1612	0	0	0	0	0	0
Q9Z0L3	1799	0	0	0	0	0	0
Q80ZM2	1703	0	0	0	0	0	0
Q3TYV2	2262	0	0	0	0	0	0
Q8K3F6	2878	0	0	0	0	0	0
uc029srd.1	36	0	0	0	0	0	0
O88978	2084	0	0	0	0	0	0
A0A0R4J0I5	2931	173	55	9	7	88	15
Q8CCJ9-2	1986	68	65	47	40	40	43
Q6P7V2	2185	0	0	0	0	0	0
Q8CCJ9	6673	0	0	0	0	0	0
Q8CCJ9-1	3239	0	5	0	3	0	0
Q8CCJ9-3	2951	0	0	0	0	0	0
NP_001074878	2457	23	15	18	15	28	20
Q8C4W6	1881	68	48	50	30	70	23
Q8CCJ9-8	5111	0	0	0	0	0	0
Q8CCJ9-7	4190	0	0	0	0	0	2
O08710	8439	0	12	50	0	10	0
A0A0R4J247	5087	0	0	0	0	3	0
Q60898	3135	0	0	0	0	0	0
O54775	5022	0	0	2	0	0	0
uc007wav.1	4830	0	0	0	0	0	0
uc007waw.1	299	0	0	0	0	0	0
Q62433	5894	44416	59339	14394	6433	66300	8541
uc007waz.1	3194	7	17	11	8	25	5
P54751	5849	13132	6207	6617	2984	5724	3718
uc007wbc.1	3090	175	98	125	97	100	133
uc029sre.1	1039	0	0	0	0	0	0
Q7TS63	4468	0	0	0	0	0	0
Q7TS63-2	4414	0	0	0	0	0	0
uc011ztp.1	96	0	0	0	0	0	3
uc011ztq.1	82	0	2	2	5	0	15
uc057bgj.1	3187	3	0	2	0	2	5
uc029srf.1	20	0	0	0	0	0	0
uc007wbe.1	853	0	0	0	0	0	0
Q9R226	2891	1760	2379	1498	1555	2186	1842
uc007wbg.1	815	2	65	9	5	15	5
uc056yza.1	1101	0	0	0	0	0	0
uc033gua.1	72	0	0	0	0	0	0
uc029srg.1	27	0	0	0	0	0	0
uc029srh.1	4789	0	0	0	0	0	0
Q9DAI6	4623	7	0	0	0	0	0
Q8BLS3	1688	0	0	0	0	0	0
E9Q7P1	6128	10	0	2	0	0	3
Q3LS21	1209	0	0	0	0	0	0
Q3U0M1-3	3303	0	0	0	0	0	0
Q3U0M1-2	4048	0	0	0	0	0	0
E9Q3T8	4688	2	0	16	40	3	27
uc007wbo.1	4725	167	430	1931	2723	418	2343
E9PZ41	3127	0	0	2	0	0	0
Q3U0M1-4	2793	0	0	0	0	0	0
Q3U0M1-5	2833	3	0	0	2	2	0
Q9JKP8	2114	440	580	862	658	407	660
uc029sri.1	40	15	35	73	43	70	72
uc007wbs.2	829	120	272	502	435	290	525
uc029srj.1	27	23	45	91	40	25	83
uc029srk.1	55	28	55	86	80	67	115
Q8CJG0	8031	1720	3415	5520	3605	2937	4781
K7Q751	4182	0	0	0	0	0	0
P34152-3	4414	0	0	0	0	0	0
P34152-4	4735	7	15	9	15	20	18
uc056yzb.1	1680	8	30	14	25	33	15
P34152-5	3286	0	0	0	0	2	0
P34152-6	3598	0	0	0	0	0	0
uc056yzc.1	68	0	0	0	0	0	0
P34152-8	1307	7	20	5	3	5	7
uc011ztu.1	629	0	0	0	0	0	0
uc007wcb.1	366	0	0	0	0	0	0
uc007wcd.1	521	0	0	0	0	0	0
uc007wcc.1	470	0	0	0	0	0	0
A2RT67	5299	0	0	0	0	0	0
uc011ztv.1	5427	12	27	0	10	23	5
NP_001161727	3720	0	0	0	0	0	0
Q0P5V9-2	4247	0	0	0	0	0	0
Q0P5V9	4642	0	0	0	0	0	0
Q8BYC4	2141	10	8	39	177	17	142
Q9D658	4670	125	183	457	333	162	317
E9PXS4	2640	0	0	0	0	0	0
uc007wcl.1	3487	0	0	5	0	0	0
B9EKG2	2147	0	0	0	0	0	0
Q3TY91	2242	0	0	0	0	0	0
uc007wcn.1	2590	0	0	0	0	0	0
A0A087WSA1	2299	0	0	0	0	0	0
Q3UHD1	6227	0	0	0	0	0	0
Q5DTN9	3957	0	0	0	0	0	0
uc011zub.1	3856	0	0	0	0	0	0
E9Q4H5	2826	0	0	0	0	0	0
Q6PB68	2198	0	0	0	0	0	0
E9PZ22	3159	0	0	0	0	0	0
G3X8W1	3549	0	0	0	0	0	0
uc029srl.1	31	0	0	0	0	0	0
uc029srm.1	53	0	0	0	0	0	0
uc007wcv.2	30	0	0	0	0	0	0
uc007wcw.1	31	0	0	0	0	0	0
uc007wcx.2	42	0	0	0	0	0	0
uc029srn.1	28	0	0	0	0	0	0
uc007wcy.2	145	0	0	0	0	0	0
uc007wda.2	63	0	0	0	0	0	0
uc007wdb.2	81	0	0	0	0	0	0
uc007wdc.2	44	0	0	0	0	0	0
uc007wdd.2	49	0	0	0	0	0	0
uc007wde.1	30	0	0	0	0	0	0
uc029sro.1	46	0	0	0	0	0	0
uc007wdf.1	33	0	0	0	0	0	0
uc007wdg.2	61	0	0	0	0	0	0
uc007wdh.1	36	0	0	0	0	0	0
uc029srp.1	33	0	0	0	0	0	0
uc007wdi.2	33	0	0	0	0	0	0
uc029srq.1	57	0	0	0	0	0	0
uc029srr.1	75	0	0	0	0	0	0
uc007wdk.2	114	0	0	0	0	0	0
uc007wdl.1	35	0	0	0	0	0	0
uc007wdm.2	45	0	0	0	0	0	0
uc007wdn.2	36	0	0	0	0	0	0
uc007wdo.1	26	0	0	0	0	0	0
uc029srs.1	38	0	0	0	0	0	0
uc029srt.1	27	0	0	0	0	0	0
uc007wdp.2	42	0	0	0	0	0	0
uc007wdq.1	27	0	0	0	0	0	0
uc029sru.1	25	0	0	0	0	0	0
uc007wdr.1	35	0	0	0	0	0	0
uc007wds.1	64	0	0	0	0	0	0
uc007wdt.1	32	0	0	0	0	0	0
uc029srv.1	35	0	0	0	0	0	0
uc007wdu.1	40	0	0	0	3	0	0
uc007wdv.2	52	0	0	0	0	0	0
uc007wdw.2	35	0	0	0	0	0	0
uc007wdx.2	34	0	0	0	0	0	0
uc029srw.1	28	0	0	0	0	0	0
uc007wdy.2	48	0	0	0	0	0	0
uc007wdz.1	37	0	0	0	0	0	0
uc007wea.1	27	0	0	0	0	0	0
uc007web.1	53	0	0	0	0	0	0
uc007wec.1	30	0	0	0	0	0	0
uc007wed.1	43	0	0	0	0	0	0
uc007wee.2	39	0	0	0	0	0	0
uc007wef.1	31	0	0	0	0	0	0
uc007weg.2	74	0	0	0	0	0	0
uc007wei.2	56	0	0	0	0	0	0
uc007wej.2	32	0	0	0	0	0	0
uc029srx.1	45	0	0	0	0	0	0
uc029sry.1	48	0	0	0	0	0	0
uc007wek.2	31	0	0	0	0	0	0
uc007wel.2	58	0	0	0	0	0	0
uc007wem.2	68	0	0	0	0	0	0
uc007wen.2	57	0	0	0	0	0	0
uc007weo.2	45	0	0	0	0	0	0
uc007wep.1	31	0	0	0	0	0	0
uc029srz.1	27	0	0	0	0	0	0
uc007weq.2	29	0	0	0	0	0	0
uc029ssa.1	27	0	0	0	0	0	0
uc007wer.2	47	0	0	0	0	0	0
uc007wes.1	33	0	0	0	0	0	0
uc007wet.2	31	0	0	0	0	0	0
uc007wev.3	123	0	0	0	0	0	0
uc007wex.1	41	0	0	0	0	0	0
uc007wey.2	51	0	0	0	0	0	0
uc007wez.2	31	0	0	0	0	0	0
uc007wfa.2	90	0	0	0	0	0	0
uc029ssb.1	103	0	0	0	0	0	0
uc007wfb.1	35	0	0	0	0	0	0
uc007wfc.2	40	0	0	0	0	0	0
uc007wfd.2	94	0	0	0	0	0	0
uc007wfe.1	73	0	0	0	0	0	0
uc007wff.2	93	0	0	0	0	0	0
uc007wfg.2	30	0	0	0	0	0	0
uc007wfh.2	33	0	0	0	0	0	0
uc029ssc.1	28	0	0	0	0	0	0
uc007wfj.2	77	0	0	0	0	0	0
uc007wfk.1	55	0	0	0	0	0	0
uc007wfl.2	55	0	0	0	0	0	0
uc007wfm.1	40	0	0	0	0	0	0
Q9WV31	3059	912	3518	102822	79497	4542	93259
Q60976	5529	27	12	48	75	8	57
Q8CF23	1214	0	2	5	0	0	0
Q9D7U0	856	0	0	0	0	0	3
Q80ZW2	1488	48	110	184	145	70	110
Q9Z0K7	525	0	0	0	0	2	0
Q9DD23	492	0	0	5	0	0	0
Q9WVC2-3	464	0	0	5	5	0	7
Q9WVC2-2	3952	62	67	1797	2858	120	2613
P35459	691	8	117	82	47	145	43
A0A087WQU7	1594	0	0	0	2	0	5
A0A087WRX0	1495	0	0	0	0	0	0
Q9CWP4	773	15	8	177	153	5	115
E9PX31	894	0	0	5	0	0	0
G5E8L7	803	0	0	0	0	0	0
A0A087WST8	661	0	0	0	0	0	0
uc007wgd.1	726	0	0	0	0	0	0
Q3TG86	2398	0	0	0	0	0	0
G3UWE4	1625	0	0	0	0	0	0
Q9CQ11	1887	0	5	5	10	8	0
Q99JA5	2301	67126	96074	39256	33735	99843	36221
Q9WU67	878	20	50	5	0	63	0
P05533	1002	3400	565	300	285	722	333
A0A087WNZ5	818	3	0	3	0	0	0
P0CW02	864	35	60	166	158	70	180
A0A087WRG9	760	0	10	7	5	0	5
P0CW03	801	12	10	38	60	15	33
uc007wgq.1	635	0	0	2	0	0	0
A0A087WQF5	922	0	0	0	0	0	0
Q8R155	1470	0	0	0	12	0	2
P35460	877	10	0	0	0	0	0
uc007wgt.2	857	0	0	14	20	5	12
uc007wgu.1	1813	0	0	0	3	0	8
Q9WUC3	1042	0	0	0	2	0	0
Q8K356	1262	0	3	32	27	5	25
Q9D1N2	797	35	35	423	605	37	515
Q02526	3743	35	35	109	155	17	112
uc007wgz.1	1457	2	2	5	5	5	20
uc007wha.1	3149	20	12	118	118	23	180
Q8R4U6	1895	0	0	0	0	0	0
B7ZNM9	1892	0	0	0	0	0	0
Q61085	2232	0	0	0	0	0	0
E9Q7Q7	2286	0	0	0	3	0	0
Q8CF90	1080	0	5	345	500	8	437
Q8CHP0	3338	87	110	170	370	108	263
uc007whg.1	600	0	0	0	0	0	0
Q9D8T2	1776	28	10	655	765	22	803
V9GX81	3372	5	40	85	97	25	97
Q8CC86	1890	10	48	636	603	52	500
A0A0R4J1E2	2881	32	100	295	238	93	282
Q80T06	1807	0	0	0	0	0	0
Q91VK2	1692	15	5	11	15	23	20
A0A0R4J1L2	1735	0	0	0	0	0	0
Q8BW50	2881	110	165	309	182	195	220
Q499M4	4801	37	173	518	353	175	282
Q9DCC4	1353	390	800	539	313	510	382
uc007whr.1	472	2	2	18	23	8	13
P23591	1314	2113	2280	818	720	2321	725
Q9CY99	2486	245	828	852	352	705	358
Q8R0U9	1816	0	0	0	0	0	0
F6QUN2	1887	0	0	0	0	0	0
D3Z445	1857	0	0	0	0	0	0
uc057bgl.1	2674	0	0	15	30	3	33
S4R181	2301	0	0	0	0	0	0
Q0P5Z5	2414	0	0	0	0	0	0
Q80Y86	1930	10	8	27	5	15	15
Q7TS65	1787	0	0	0	3	2	0
uc007wib.1	1249	0	0	3	0	3	2
Q148V8	4628	1345	6029	4385	3098	5558	4391
Q3TYL0	925	25	72	102	147	55	123
F6RIN9	3394	0	0	0	0	0	0
Q80U72-3	5624	0	0	0	0	0	0
Q80U72-2	5540	0	0	0	0	0	0
Q80U72	5465	0	0	0	0	0	0
uc033gup.1	61	0	0	0	0	0	0
Q3UEB3-3	1833	3	5	2	0	0	3
Q3UEB3	1914	8	10	25	15	32	25
Q3UEB3-2	1863	0	0	0	0	0	0
NP_659096	3353	2069	3983	14533	16600	4507	16353
uc007win.1	1133	2	2	12	18	3	12
Q8R0W0	12325	155	405	1847	4151	385	4786
Q8BVJ3	2639	0	0	0	0	0	0
E9PXU3	2929	0	0	0	0	0	0
Q9QXS1-3	15003	3	15	3	30	22	32
Q9QXS1-14	14946	0	3	3	3	5	5
NP_958794	15302	2	2	0	0	0	0
Q9QXS1-5	15003	0	0	0	0	0	0
Q9QXS1-4	15018	0	0	0	0	0	0
Q9QXS1-10	14855	0	0	0	0	0	0
Q9QXS1	15455	0	0	0	0	0	0
Q9QXS1-2	15440	0	0	0	0	0	0
Q9QXS1-12	14917	0	0	0	0	0	0
Q9QXS1-13	14856	5	0	9	18	15	28
Q9QXS1-8	14972	0	0	0	0	0	0
Q9QXS1-6	14921	0	0	0	0	0	0
A0A0R4J221	2155	0	0	0	0	0	2
uc007wjg.1	306	0	0	0	0	0	0
uc007wjh.1	368	0	0	0	0	0	0
uc011zur.1	63	0	0	0	0	0	0
uc007wji.1	1196	0	0	0	0	0	0
Q8CIE4	3599	500	1183	829	845	975	820
Q9ESF4	1693	3268	6220	2239	1912	6527	1887
uc033guq.1	68	0	0	0	0	0	0
uc029ssg.1	119	0	0	0	0	0	0
uc029ssh.1	971	0	0	0	0	0	0
A0A0R4J0X4	1605	0	0	0	0	0	0
uc011zus.1	1700	0	0	0	0	0	0
uc056yzd.1	90	0	0	0	2	0	0
D6MZJ6	1823	10	3	12	25	7	15
Q8K010	3970	3202	3291	1153	2168	4449	2162
Q921I9	1793	332	517	525	705	388	515
Q9WTK3	2288	2041	2597	1543	1437	2018	1325
Q9D0M3	1803	6573	8040	4625	2700	6118	3176
uc029ssj.1	235	0	0	0	0	0	2
Q91WA6	1733	1010	1338	1091	1318	1440	1177
Q9D0U6	1749	795	2252	2169	2973	2016	2865
Q8C3I8	1967	370	600	456	188	525	265
Q8C1R0	1514	0	0	0	0	0	0
Q8BZ35	1772	8	0	2	2	0	0
E0CZ22	5269	1018	1090	655	942	1212	905
D3Z624	5111	15	43	27	38	25	17
uc033gur.1	60	2	2	3	0	0	2
uc029ssk.1	368	0	0	0	0	0	0
uc007wke.1	263	0	0	0	0	0	0
P97452	2476	2500	4884	2177	1675	3619	1833
Q64124	1136	63	113	882	1840	147	1862
uc011zuv.1	754	0	0	0	0	0	0
A0A075F882	2140	0	0	0	0	0	0
A0A075F6C2	2168	0	0	0	0	0	0
Q52L52	2094	0	0	0	0	0	0
A0A075F5C6	2102	0	0	0	0	0	0
P38532	2084	0	0	0	0	0	0
uc007wkk.3	1735	0	0	0	0	0	0
uc056yzh.1	3133	2	0	7	3	0	5
uc007wkl.1	1372	0	0	0	0	0	0
uc007wkm.1	887	0	0	0	0	0	0
Q9Z2A7	1755	1035	913	645	722	827	603
Q99M85	4010	0	0	0	0	0	0
Q9QXW0	2093	2	3	3	0	10	2
Q9QXW0-3	2126	0	0	0	0	0	0
Q9D8F3-2	2908	2	2	0	0	3	0
Q9D8F3	2700	0	0	0	0	0	0
E9PUK2	2034	243	323	193	322	420	215
NP_766548	1195	0	0	0	0	0	0
uc007wkx.1	4001	0	0	0	0	0	0
Q9EPU4	4516	0	0	0	0	0	0
NP_001157645	4491	0	0	0	0	0	0
Q78IQ7	2226	168	4889	215	50	4631	43
NP_001292597	1042	0	5	0	0	2	0
Q9D1C8	944	0	0	0	0	0	0
G3UW83	4207	347	425	86	73	290	45
uc011zux.1	2965	2	5	0	0	3	0
Q9QXA1	4106	1105	1607	1179	1963	1453	1696
H3BIV6	3481	838	1250	643	695	1133	645
Q9QXA1-4	1502	180	333	343	382	285	295
Q3UNC4	3301	0	0	0	0	0	0
G3X8Q6	3143	0	5	3	5	0	0
O88621	1366	0	0	3	8	8	2
uc007wln.1	1231	15	17	15	3	3	13
Q923M0	2696	0	0	0	0	0	0
uc007wlp.1	2421	0	0	0	0	0	0
uc011zuy.1	331	0	0	0	0	0	0
uc011zuz.1	256	0	0	0	0	0	0
uc029ssl.1	136	0	0	0	0	0	0
uc007wlr.2	2810	0	0	0	5	8	3
Q8QZR5	1788	0	0	0	0	0	0
A0A0R4J004	2169	98	165	202	227	155	233
A0A0R4J0J3	3922	0	0	0	0	0	0
Q75NR7-2	4264	0	5	3	0	0	0
Q8BKB4	2508	0	0	3	0	0	5
Q8VC16	2822	0	0	0	0	0	0
Q8BXE4	1804	0	0	0	0	0	0
D3Z1R4	2257	0	0	0	0	0	0
Q8BHA1	1904	25	43	82	60	27	77
NP_789798	1821	0	3	0	0	0	0
Q8VE95	1759	0	0	0	0	0	0
uc011zvb.1	1710	0	0	0	0	0	0
G3X932	4587	0	2	0	0	3	0
H7BX46	5914	5	10	0	0	7	3
Q6PCX8	3504	3	0	5	7	0	0
uc007wmn.2	3371	0	0	0	0	0	0
Q3TFZ4	4657	495	1417	512	838	1520	745
A0A0R4J0U7	998	197	282	115	185	228	158
P62918	862	24708	55915	37902	24093	46735	25631
Q7TNU6	2298	23	18	25	40	10	25
Q3U6N9	1042	0	0	0	0	0	0
NP_473440	1091	0	0	0	0	0	0
Q3U6N9-2	1003	0	0	0	0	0	0
P04247	1252	10	317	356	303	248	400
B7ZC55	2037	215	102	14	15	160	28
uc007wna.3	2293	0	0	0	0	0	0
B7ZC54	2316	0	0	0	0	0	2
Q8BP71-7	6562	0	0	0	0	0	0
Q8BP71-3	6574	0	0	0	0	0	0
Q8BP71-8	6565	0	0	0	0	0	0
NP_001273346	4587	0	0	0	0	0	0
Q8BP71-4	6469	0	0	0	0	0	0
Q8BP71-9	6280	0	0	0	0	0	0
NP_001104297	7020	0	0	0	0	0	0
Q8BP71	7032	0	0	0	0	0	0
Q8BP71-5	6980	0	0	0	0	0	0
uc007wnj.1	1090	13	22	75	22	23	33
B2RT54	2392	1548	440	32	32	535	25
Q8VDU3	1573	48	13	7	15	20	5
B1AQP7	2227	7	3	12	5	2	5
uc007wnq.1	565	0	0	3	3	0	5
Q8CCA5	3033	0	0	14	13	3	20
E9PZG0	1132	0	0	0	0	0	0
Q8C6E1	2044	20	13	2	2	15	10
uc007wnt.2	552	5	3	3	0	0	0
G3X9K7	1986	92	55	2057	1641	37	1847
uc011zvi.1	8431	7	2	7	3	8	7
E9PUZ0	2057	0	0	0	0	0	0
M0QWU4	1933	0	0	0	0	0	0
Q3UZ24	2227	18	0	15	7	2	5
Q8C7I4	1595	40	15	7	12	27	7
A2VDH7	2008	17	283	630	783	470	685
Q8VDD5	7435	6877	31090	37885	27189	34476	30731
A2VCK0	832	0	0	0	0	0	0
Q8BIE2	3023	10	125	59	10	203	8
Q14B05	2133	0	15	11	12	15	13
uc029ssm.1	347	0	0	3	0	0	0
P97493	2234	995	2028	980	835	1562	947
A2A439	1798	25	60	16	8	53	20
Q3TBC9	3181	5	0	0	0	0	3
Q3USW5	4891	83	25	102	92	25	123
NP_001161732	1877	0	0	2	5	0	3
O70194	1910	2018	4390	3099	2515	3500	2492
uc007won.1	4343	50	138	114	95	110	75
uc011zvl.1	1682	0	0	0	0	0	0
O88602	2887	0	0	0	0	0	0
uc007woq.1	2124	0	0	0	0	0	0
uc056yzj.1	3649	0	0	0	0	0	0
Q9D0P8	1014	138	143	309	280	180	242
NP_080207	1254	0	0	5	15	2	5
P32848	988	0	0	0	0	0	0
P97369	1475	5	0	5	5	3	5
P26954	4739	0	2	50	2	3	3
NP_001274318	4412	0	0	0	0	0	0
uc033gux.1	62	0	0	0	0	0	0
P26955	4877	35	65	441	213	37	177
uc011zvn.1	404	0	0	3	5	5	2
Q3V057	2117	0	0	0	0	0	0
uc033guy.1	62	0	0	0	0	0	0
NP_001157085	942	0	0	0	0	0	0
Q9D9J2	1147	0	0	0	0	0	0
P52196	1096	1055	1408	271	225	1127	212
Q3UW66	1583	1442	1927	686	1000	1801	1020
E0CYD2	1707	2	15	123	143	38	213
F6SYN4	1632	0	0	0	0	0	0
uc033guz.1	1743	5	15	127	190	5	150
NP_001276602	1544	0	0	0	0	0	0
Q9DBI0	3192	1470	760	0	8	920	10
Q9DBI0-2	1971	0	0	0	0	0	0
P16297	2696	27	12	73	43	5	28
NP_001191081	2262	0	0	0	0	0	0
Q6IR41	2428	18	8	38	17	5	48
NP_001191082	2217	0	0	0	0	0	0
P30935	3928	2	3	71	25	0	25
Q05144	3036	15	2	7	5	8	2
uc007wpq.1	367	25	15	11	0	15	8
uc007wpr.2	3205	0	2	0	0	5	3
Q80YW0	4447	0	0	0	0	0	0
Q05D35	2726	0	0	0	0	0	0
uc011zvu.1	2818	0	0	0	0	0	0
Q8CFI1	1127	0	0	0	0	0	0
uc029ssn.1	30	0	0	0	0	0	0
uc029sso.1	29	0	0	0	0	0	0
uc029ssp.1	29	0	0	0	0	0	0
uc007wpw.2	45	0	0	0	0	0	0
uc007wpx.2	54	0	0	0	0	0	0
uc029ssq.1	38	0	0	0	0	0	0
uc007wpy.2	37	0	0	0	0	0	0
uc029ssr.1	26	0	0	0	0	0	0
uc007wpz.1	29	0	0	0	0	0	0
uc007wqa.2	32	0	0	0	0	0	0
uc007wqb.1	31	0	0	0	0	0	0
uc007wqc.1	32	0	0	0	0	0	0
uc007wqd.2	72	0	0	0	0	0	0
uc029sss.1	45	0	0	0	0	0	0
uc007wqe.2	44	0	0	0	0	0	0
